"sample","median_expr","mean_expr","sd_expr","q25","q75","iqr","group","outlier"
"GSM426595",2.65969592276089,2.04652003085277,4.3491283963549,-3.32192809488736,5.11571808508626,8.43764617997362,"Control",FALSE
"GSM426596",2.66725872093687,2.05544967478574,4.34512794690382,-3.32192809488736,5.12643748484895,8.44836557973631,"Control",FALSE
"GSM426597",2.68560560601363,2.08469459262004,4.33178611384128,-3.32192809488736,5.13456288098916,8.45649097587652,"Control",FALSE
"GSM426598",2.67440708966293,2.05689293028309,4.34701215121118,-3.32192809488736,5.13321003116376,8.45513812605112,"Control",FALSE
"GSM426599",2.6702790527306,2.05326408837573,4.34685399644764,-3.32192809488736,5.13054048781741,8.45246858270477,"Control",FALSE
"GSM426600",2.61884110168006,2.02240288290256,4.371600921087,-3.32192809488736,5.16256755028306,8.48449564517042,"Control",FALSE
"GSM426601",2.64608394063293,2.02030963976836,4.37044743992264,-3.32192809488736,5.14245295620158,8.46438105108894,"Control",FALSE
"GSM426602",2.70507285219909,2.08909058637244,4.34928411854158,-3.32192809488736,5.16683370996227,8.48876180484964,"Control",FALSE
"GSM426603",2.62579357604813,2.02024994512629,4.34682685697282,-3.32192809488736,5.09967203133687,8.42160012622424,"Control",FALSE
"GSM426604",2.63744563523027,2.03898619451971,4.34397292839089,-3.32192809488736,5.09565430777398,8.41758240266134,"Control",FALSE
"GSM426605",2.60072623329814,2.01297552921985,4.35328079331528,-3.32192809488736,5.10360002275737,8.42552811764473,"Control",FALSE
"GSM426606",2.68782327780624,2.06764618560935,4.33614748700835,-3.32192809488736,5.10926944719486,8.43119754208222,"Control",FALSE
"GSM426607",2.66824236073305,2.04793683814393,4.36700151954203,-3.32192809488736,5.16054994802453,8.48247804291189,"Control",FALSE
"GSM426608",2.73128437808719,2.1162411228799,4.34954211746883,-3.32192809488736,5.19449701367166,8.51642510855902,"Control",FALSE
"GSM426609",2.75442906114802,2.13314898091613,4.35006433086547,-3.32192809488736,5.21482498656396,8.53675308145132,"Control",FALSE
"GSM426610",2.6853315517597,2.07247381606974,4.35190387039643,-3.32192809488736,5.17060871691423,8.4925368118016,"Control",FALSE
"GSM426611",2.60140830496589,2.01351645429743,4.35050139703641,-3.32192809488736,5.0839948999136,8.40592299480096,"Control",FALSE
"GSM426612",2.66875634795154,2.06745614201986,4.35025238165314,-3.32192809488736,5.14239095141075,8.46431904629811,"Control",FALSE
"GSM426613",2.6913773727307,2.07993381830699,4.34280672427354,-3.32192809488736,5.14112548644715,8.46305358133451,"Control",FALSE
"GSM426614",2.70353203668059,2.08669961077218,4.3385156901569,-3.32192809488736,5.15123669266925,8.47316478755661,"Control",FALSE
"GSM426615",2.65932109993154,2.04591575086958,4.34606250447395,-3.32192809488736,5.12475337326388,8.44668146815124,"Control",FALSE
"GSM426616",2.63565108914282,2.02556046879409,4.34995588577867,-3.32192809488736,5.10604107147449,8.42796916636185,"Control",FALSE
"GSM426617",2.62999615727786,2.03734107890824,4.34174324724272,-3.32192809488736,5.10065813439689,8.42258622928425,"Control",FALSE
"GSM426618",2.62964524606491,2.02613298136372,4.3514058223051,-3.32192809488736,5.10138406311393,8.42331215800129,"Control",FALSE
"GSM426619",2.66442526221772,2.04312340838202,4.34543755501232,-3.32192809488736,5.09881261035675,8.42074070524411,"Control",FALSE
"GSM426620",2.62140264260084,2.01666058631647,4.35923028634738,-3.32192809488736,5.10823180823533,8.43015990312269,"Control",FALSE
"GSM426621",2.6963246151561,2.07648569260336,4.34315932373004,-3.32192809488736,5.13153453587677,8.45346263076413,"Control",FALSE
"GSM426622",2.68292852581228,2.07095397081708,4.3343084981668,-3.32192809488736,5.12480909916056,8.44673719404792,"Control",FALSE
"GSM426623",2.72687937229786,2.09786091011669,4.34348640141541,-3.32192809488736,5.16735350969157,8.48928160457894,"Control",FALSE
"GSM426624",2.63740957554425,2.03195212008484,4.35917826936405,-3.32192809488736,5.12953052073987,8.45145861562723,"Control",FALSE
"GSM426625",2.65699427476552,2.05122157297465,4.34806883259544,-3.32192809488736,5.12700980660472,8.44893790149208,"Control",FALSE
"GSM426626",2.7115338690704,2.08243753059658,4.3437934914181,-3.32192809488736,5.1445512822404,8.46647937712776,"Control",FALSE
"GSM426627",2.61430653574546,2.0063402624621,4.35407628251302,-3.32192809488736,5.09855114077223,8.42047923565959,"Control",FALSE
"GSM426628",2.67371538290937,2.06865123714351,4.33536026129309,-3.32192809488736,5.13319727563677,8.45512537052413,"Control",FALSE
"GSM426629",2.71183020804029,2.08103525687756,4.3299644539537,-3.32192809488736,5.11606350402475,8.43799159891211,"Control",FALSE
"GSM426630",2.64450892372633,2.03428683136943,4.35432047098161,-3.32192809488736,5.12215220834422,8.44408030323158,"Control",FALSE
"GSM426631",2.64451272055669,2.04160244658956,4.35017276593692,-3.32192809488736,5.13662888733329,8.45855698222065,"Control",FALSE
"GSM426632",2.65505569880062,2.04084101038758,4.35739136760357,-3.32192809488736,5.1329719489141,8.45490004380146,"Control",FALSE
"GSM426633",2.64878661974786,2.03425497247145,4.35655645330158,-3.32192809488736,5.14642974587173,8.46835784075909,"Control",FALSE
"GSM426634",2.6521903464234,2.04792161989133,4.35973949146302,-3.32192809488736,5.15167568824743,8.47360378313479,"Control",FALSE
"GSM426635",2.66519853866586,2.07388946437332,4.34912422401975,-3.32192809488736,5.17070434498334,8.49263243987071,"Control",FALSE
"GSM426636",2.61577773776655,2.0067851743943,4.35986866211921,-3.32192809488736,5.11208622924352,8.43401432413088,"Control",FALSE
"GSM426637",2.59557956348333,1.9931618866873,4.36132793538591,-3.32192809488736,5.10100180399259,8.42292989887996,"Control",FALSE
"GSM426638",2.65505876780759,2.04331999484841,4.34570871625589,-3.32192809488736,5.09712416123869,8.41905225612605,"Control",FALSE
"GSM426639",2.56767271907995,1.97376461665621,4.37586773567191,-3.32192809488736,5.12239338605447,8.44432148094184,"Control",FALSE
"GSM426640",2.63351432379918,2.03154270219197,4.35137762791479,-3.32192809488736,5.12243323723284,8.4443613321202,"RRMS",FALSE
"GSM426641",2.66214954435728,2.05698317766378,4.34539352763879,-3.32192809488736,5.11712566383781,8.43905375872517,"RRMS",FALSE
"GSM426642",2.62735084203919,2.03034774967944,4.35239348976394,-3.32192809488736,5.11969904910278,8.44162714399014,"RRMS",FALSE
"GSM426643",2.68268051642998,2.07474235824451,4.33754283730458,-3.32192809488736,5.12215212739491,8.44408022228227,"RRMS",FALSE
"GSM426644",2.70255968413807,2.09345267680743,4.33018796060875,-3.32192809488736,5.13604226005849,8.45797035494585,"RRMS",FALSE
"GSM426645",2.71761424442301,2.0918832888608,4.33948127274584,-3.32192809488736,5.14166626232257,8.46359435720993,"RRMS",FALSE
"GSM426646",2.59473353134305,1.99030193511127,4.37349714838551,-3.32192809488736,5.1195237182667,8.44145181315406,"RRMS",FALSE
"GSM426647",2.68013348521543,2.06389629600665,4.35038704889666,-3.32192809488736,5.15049356194616,8.47242165683352,"RRMS",FALSE
"GSM426648",2.62943192561853,2.02537253236031,4.36132942000743,-3.32192809488736,5.13801250803093,8.45994060291829,"RRMS",FALSE
"GSM426649",2.67571520050061,2.07209175385112,4.33981585940948,-3.32192809488736,5.13670090385049,8.45862899873786,"RRMS",FALSE
"GSM426650",2.64640669578571,2.03530659894174,4.34153385052374,-3.32192809488736,5.09060692330305,8.41253501819041,"RRMS",FALSE
"GSM426651",2.62085931971139,2.0252371458594,4.348443479933,-3.32192809488736,5.09667667984093,8.41860477472829,"RRMS",FALSE
"GSM426652",2.64946244423504,2.04938586751496,4.36749908426475,-3.32192809488736,5.16494794129464,8.486876036182,"RRMS",FALSE
"GSM426653",2.64411457679658,2.05208907798829,4.37834421738572,-3.32192809488736,5.20236236430525,8.52429045919261,"RRMS",FALSE
"GSM426654",2.71437158218618,2.11376631307971,4.35102706775149,-3.32192809488736,5.20262194484566,8.52455003973302,"RRMS",FALSE
"GSM426655",2.61097744484062,2.00680834519534,4.36080657694167,-3.32192809488736,5.11323642545396,8.43516452034132,"RRMS",FALSE
"GSM426656",2.7076535031911,2.08152910052842,4.33030414778063,-3.32192809488736,5.12077130310743,8.4426993979948,"RRMS",FALSE
"GSM426657",2.6827858442428,2.07226445342554,4.33483976097255,-3.32192809488736,5.11898237955068,8.44091047443804,"RRMS",FALSE
"GSM426658",2.67148564254851,2.04690487846846,4.35171881341829,-3.32192809488736,5.12784145679682,8.44976955168418,"RRMS",FALSE
"GSM426659",2.58477778340861,1.98911708549171,4.36437936398656,-3.32192809488736,5.10628486874394,8.4282129636313,"RRMS",FALSE
"GSM426660",2.64017365801677,2.02605051236393,4.35063730471194,-3.32192809488736,5.10432051161497,8.42624860650233,"RRMS",FALSE
"GSM426661",2.70910675754268,2.0853816246235,4.34030545830282,-3.32192809488736,5.1506569068276,8.47258500171496,"RRMS",FALSE
"GSM426662",2.66051041728075,2.0582208862323,4.35875595637066,-3.32192809488736,5.17333863742409,8.49526673231145,"RRMS",FALSE
"GSM426663",2.61789438690362,2.01681836230406,4.3602545226603,-3.32192809488736,5.12669197949347,8.44862007438083,"RRMS",FALSE
"GSM426664",2.59684058800726,1.99972533786766,4.3638609276102,-3.32192809488736,5.12651192810626,8.44844002299362,"RRMS",FALSE
"GSM426665",2.66127092503957,2.05132199245161,4.34167895268736,-3.32192809488736,5.11012757009893,8.43205566498629,"RRMS",FALSE
"GSM426666",2.64586899649575,2.03737722911671,4.35395649640252,-3.32192809488736,5.1120734038228,8.43400149871016,"RRMS",FALSE
"GSM426667",2.581901219527,1.98193388200952,4.35377050595153,-3.32192809488736,5.08166511222736,8.40359320711472,"RRMS",FALSE
"GSM426668",2.70239745751467,2.07510715877653,4.34168859769489,-3.32192809488736,5.12166052873466,8.44358862362202,"RRMS",FALSE
"GSM426669",2.62667473809545,2.02149096233238,4.35422098793744,-3.32192809488736,5.10009134802031,8.42201944290767,"RRMS",FALSE
"GSM426670",2.6246404160605,2.02269472220758,4.36624563898781,-3.32192809488736,5.14962285949151,8.47155095437887,"RRMS",FALSE
"GSM426671",2.60495873079717,2.01434028649683,4.36724192209511,-3.32192809488736,5.14020357965237,8.46213167453973,"RRMS",FALSE
"GSM426672",2.6675263504004,2.06359324031576,4.36293637343649,-3.32192809488736,5.17784396042278,8.49977205531014,"RRMS",FALSE
"GSM426673",2.60735588214829,2.00424344896458,4.36081960016095,-3.32192809488736,5.11014782885445,8.43207592374181,"RRMS",FALSE
"GSM426674",2.66279977571909,2.05382594422427,4.34765095397882,-3.32192809488736,5.13179615563944,8.4537242505268,"RRMS",FALSE
"GSM426675",2.65044677752193,2.03870983216408,4.35331080089066,-3.32192809488736,5.15203004442356,8.47395813931092,"RRMS",FALSE
"GSM426676",2.67393965424225,2.06241325414602,4.3448555115825,-3.32192809488736,5.13063840960777,8.45256650449513,"SPMS",FALSE
"GSM426677",2.66042713078906,2.05474227540922,4.34663947927249,-3.32192809488736,5.11159892625921,8.43352702114657,"SPMS",FALSE
"GSM426678",2.66596311841502,2.05886424999989,4.36535487106507,-3.32192809488736,5.1783039966104,8.50023209149776,"SPMS",FALSE
"GSM426679",2.66579773238579,2.05748629907962,4.3456844880216,-3.32192809488736,5.12791127358811,8.44983936847547,"SPMS",FALSE
"GSM426680",2.66164050433542,2.05008387880727,4.34352827620831,-3.32192809488736,5.10720649130216,8.42913458618952,"SPMS",FALSE
"GSM426681",2.71435719158827,2.10424030358605,4.35011022691802,-3.32192809488736,5.18657969036461,8.50850778525197,"SPMS",FALSE
"GSM426682",2.66442012719175,2.05191126090546,4.35039683731855,-3.32192809488736,5.14215863493744,8.46408672982481,"SPMS",FALSE
"GSM426683",2.57334700330592,1.982872505743,4.36559564783526,-3.32192809488736,5.12296938330675,8.44489747819411,"SPMS",FALSE
"GSM426684",2.6491902892335,2.04237580756054,4.34539741931136,-3.32192809488736,5.10313030698915,8.42505840187651,"SPMS",FALSE
"GSM426685",2.65503256838066,2.04634210240125,4.34645638827372,-3.32192809488736,5.1127796661179,8.43470776100526,"SPMS",FALSE
"GSM426686",2.61671232165613,2.01198550368753,4.35739355000823,-3.32192809488736,5.09506730111099,8.41699539599835,"SPMS",FALSE
"GSM426687",2.67785706221818,2.05531009378512,4.35354470963979,-3.32192809488736,5.15888744593031,8.48081554081767,"SPMS",FALSE
"GSM426688",2.62782473167633,2.02014589899605,4.36107496865977,-3.32192809488736,5.13161818395188,8.45354627883924,"SPMS",FALSE
"GSM426689",2.66863857862059,2.05374370445636,4.3466939382093,-3.32192809488736,5.11103610973784,8.4329642046252,"SPMS",FALSE
"GSM426690",2.70619644222619,2.08448931146102,4.35737158147777,-3.32192809488736,5.19116277878736,8.51309087367473,"SPMS",FALSE
"GSM426691",2.67606366721776,2.06976566749764,4.35670060990228,-3.32192809488736,5.17865979552039,8.50058789040775,"SPMS",FALSE
"GSM426692",2.58325827280698,2.00159111442905,4.36993165854637,-3.32192809488736,5.15195018914958,8.47387828403694,"SPMS",FALSE
"GSM426693",2.63992786987025,2.0143191749555,4.36340833342101,-3.32192809488736,5.12295178951647,8.44487988440383,"SPMS",FALSE
"GSM426694",2.6531401763334,2.03907662218153,4.35004353097053,-3.32192809488736,5.10985341372461,8.43178150861197,"SPMS",FALSE
"GSM426695",2.60926161021118,2.01386997522654,4.35723697783611,-3.32192809488736,5.11032012003835,8.43224821492572,"SPMS",FALSE
"GSM426696",2.67372870668366,2.05552396202811,4.34328122977059,-3.32192809488736,5.11432943638493,8.4362575312723,"PPMS",FALSE
"GSM426697",2.67267242880233,2.06440860027729,4.34229015927211,-3.32192809488736,5.13239165823146,8.45431975311883,"PPMS",FALSE
"GSM426698",2.66515976493048,2.0587587262785,4.3371763355425,-3.32192809488736,5.10749130498336,8.42941939987072,"PPMS",FALSE
"GSM426699",2.72373896679087,2.1080693791949,4.33765819133322,-3.32192809488736,5.15933995587278,8.48126805076014,"PPMS",FALSE
"GSM426700",2.73297538223528,2.10123550359646,4.32925825616174,-3.32192809488736,5.12706492006873,8.44899301495609,"PPMS",FALSE
"GSM426701",2.70692048275265,2.08166811693045,4.34435414546072,-3.32192809488736,5.14621407639779,8.46814217128515,"PPMS",FALSE
"GSM426702",2.64701718656613,2.03365010538684,4.36492520068568,-3.32192809488736,5.12371864477548,8.44564673966285,"PPMS",FALSE
"GSM426703",2.59158390664555,2.00830549424885,4.37073242566137,-3.32192809488736,5.1238975091778,8.44582560406516,"PPMS",FALSE
"GSM426704",2.70678369961818,2.10296613510426,4.35081783773854,-3.32192809488736,5.19318252088232,8.51511061576968,"PPMS",FALSE
"GSM426705",2.64301408790994,2.03817572963509,4.34451330404567,-3.32192809488736,5.11437806168041,8.43630615656777,"PPMS",FALSE
"GSM426706",2.6540908653662,2.03446090500758,4.34879941094013,-3.32192809488736,5.10363988267073,8.4255679775581,"PPMS",FALSE
"GSM426707",2.69603054787482,2.09419706382817,4.35213465591359,-3.32192809488736,5.18117670165595,8.50310479654331,"PPMS",FALSE
"GSM426708",2.64694484533123,2.04485774404966,4.37848349099982,-3.32192809488736,5.18825063902606,8.51017873391343,"PPMS",FALSE
"GSM426709",2.73721797042222,2.12517234969654,4.35045687527266,-3.32192809488736,5.21582693450175,8.53775502938911,"PPMS",FALSE
"GSM426710",2.62821145033711,2.0137920567892,4.35344814745524,-3.32192809488736,5.08347890183477,8.40540699672214,"PPMS",FALSE
"GSM426711",2.64474230934886,2.03264238930555,4.35925410631277,-3.32192809488736,5.14115185577773,8.46307995066509,"PPMS",FALSE
"GSM426712",2.65950252094961,2.05188915151285,4.33942386872281,-3.32192809488736,5.11630580079881,8.43823389568617,"PPMS",FALSE
"GSM426713",2.59289303842926,2.00955574589852,4.35441206048021,-3.32192809488736,5.10321791977988,8.42514601466724,"PPMS",FALSE
"GSM426714",2.67598558515803,2.05830397083411,4.34664809635463,-3.32192809488736,5.11721908645105,8.43914718133841,"PPMS",FALSE
"GSM426715",2.63293646982093,2.03263020219711,4.3546353779298,-3.32192809488736,5.11856674774809,8.44049484263545,"PPMS",FALSE
"GSM426716",2.58726608731612,1.99230677530724,4.36594783435016,-3.32192809488736,5.11812068287973,8.44004877776709,"PPMS",FALSE
"GSM426717",2.6359284789539,2.03306865713232,4.35352233595875,-3.32192809488736,5.11922426747251,8.44115236235987,"PPMS",FALSE
"GSM426718",2.61350713374331,2.0151410285773,4.35721558358364,-3.32192809488736,5.11419476608273,8.43612286097009,"PPMS",FALSE
"GSM426719",2.62800281977442,2.02233771158225,4.35577168206968,-3.32192809488736,5.11384527076243,8.4357733656498,"PPMS",FALSE
"GSM426720",2.6319718492727,2.0193983012665,4.34528473119735,-3.32192809488736,5.09630581857935,8.41823391346672,"PPMS",FALSE
"GSM426721",2.61980714364573,2.02123857972875,4.35803619648996,-3.32192809488736,5.12611692531173,8.44804502019909,"PPMS",FALSE
"GSM426722",2.63153958265607,2.0362939521919,4.35522003214415,-3.32192809488736,5.1372613599737,8.45918945486107,"PPMS",FALSE
"GSM426723",2.6269734051785,2.0145857871829,4.36487754448096,-3.32192809488736,5.12320244869185,8.44513054357921,"PPMS",FALSE
"GSM426724",2.69700489884547,2.06795830426629,4.33281790332569,-3.32192809488736,5.09918062166694,8.4211087165543,"PPMS",FALSE
"GSM426725",2.64016126978284,2.03667850790797,4.34909106913018,-3.32192809488736,5.11328772219021,8.43521581707757,"PPMS",FALSE
"GSM426726",2.61772281153967,2.00781726433996,4.35204397700311,-3.32192809488736,5.09819867938714,8.4201267742745,"PPMS",FALSE
"GSM426727",2.63165352932835,2.02295089689057,4.35855296866089,-3.32192809488736,5.11210437674081,8.43403247162817,"PPMS",FALSE
"GSM426728",2.69863190096927,2.08798249112111,4.34005124220461,-3.32192809488736,5.14408500426513,8.4660130991525,"PPMS",FALSE
"GSM426729",2.60901688106896,2.01349602677728,4.36106026714933,-3.32192809488736,5.13955431699541,8.46148241188278,"PPMS",FALSE
"GSM426730",2.68138179300449,2.06629834135585,4.34798042076406,-3.32192809488736,5.1573991717299,8.47932726661726,"PPMS",FALSE
"GSM426731",2.62962111117163,2.02939694913582,4.36262473830515,-3.32192809488736,5.14786387305251,8.46979196793987,"PPMS",FALSE
"GSM426732",2.69053587730212,2.08936347650194,4.34886890218005,-3.32192809488736,5.18204538149395,8.50397347638131,"PPMS",FALSE
"GSM426733",2.64523463191474,2.02932052981573,4.35632826463762,-3.32192809488736,5.10774099585185,8.42966909073921,"PPMS",FALSE
"GSM426734",2.64363399005116,2.02954018332261,4.36343756006521,-3.32192809488736,5.12033232518826,8.44226042007562,"PPMS",FALSE
"GSM426735",2.58813414230243,1.98712585570476,4.36817367762765,-3.32192809488736,5.11117354434764,8.433101639235,"PPMS",FALSE
"GSM426736",2.68137268474482,2.07540354442438,4.33640226259154,-3.32192809488736,5.12238181585762,8.44430991074498,"PPMS",FALSE
"GSM426737",2.71090393990923,2.08909439255025,4.33910613421006,-3.32192809488736,5.14245826413068,8.46438635901804,"PPMS",FALSE
"GSM426738",2.67451394938597,2.06615850906572,4.34430997045599,-3.32192809488736,5.13193080867674,8.4538589035641,"PPMS",FALSE
